dteday,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3/4/2011,spring,21,0,Friday,1,Slightly cloudy,0.3,0.2879,0.7,0.2239,70
3/4/2011,spring,22,0,Friday,1,Clear,0.3,0.2879,0.7,0.194,44
3/4/2011,spring,23,0,Friday,1,Slightly cloudy,0.3,0.303,0.75,0.1642,46
3/5/2011,spring,0,0,Saturday,0,Slightly cloudy,0.28,0.2879,0.81,0.1045,19
3/5/2011,spring,1,0,Saturday,0,Slightly cloudy,0.3,0.3182,0.81,0.1045,25
3/5/2011,spring,2,0,Saturday,0,Slightly cloudy,0.3,0.2879,0.87,0.194,20
3/5/2011,spring,3,0,Saturday,0,Slightly cloudy,0.3,0.2879,0.87,0.194,2
3/5/2011,spring,4,0,Saturday,0,Slightly cloudy,0.3,0.303,0.93,0.1642,1
3/5/2011,spring,5,0,Saturday,0,Slightly cloudy,0.3,0.303,1,0.1343,3
3/5/2011,spring,6,0,Saturday,0,Slightly cloudy,0.3,0.2879,1,0.2239,4
3/5/2011,spring,7,0,Saturday,0,Slightly cloudy,0.3,0.2727,1,0.2985,15
3/5/2011,spring,8,0,Saturday,0,Slightly cloudy,0.3,0.2727,1,0.2985,45
3/5/2011,spring,9,0,Saturday,0,Slightly cloudy,0.32,0.303,0.93,0.2239,63
3/5/2011,spring,10,0,Saturday,0,Slightly cloudy,0.34,0.3333,0.93,0.194,103
3/5/2011,spring,11,0,Saturday,0,Slightly cloudy,0.4,0.4091,0.76,0.2239,159
3/5/2011,spring,12,0,Saturday,0,Slightly cloudy,0.44,0.4394,0.67,0.2537,167
3/5/2011,spring,13,0,Saturday,0,Slightly cloudy,0.46,0.4545,0.67,0.2836,190
3/5/2011,spring,14,0,Saturday,0,Slightly cloudy,0.48,0.4697,0.59,0.2836,198
3/5/2011,spring,15,0,Saturday,0,Slightly cloudy,0.46,0.4545,0.63,0.2985,205
3/5/2011,spring,16,0,Saturday,0,Slightly cloudy,0.48,0.4697,0.59,0.2985,204
3/5/2011,spring,17,0,Saturday,0,Slightly cloudy,0.48,0.4697,0.59,0.3582,164
3/5/2011,spring,18,0,Saturday,0,Slightly cloudy,0.48,0.4697,0.59,0.3284,152
3/5/2011,spring,19,0,Saturday,0,Slightly cloudy,0.46,0.4545,0.67,0.3284,89
3/5/2011,spring,20,0,Saturday,0,Slightly cloudy,0.44,0.4394,0.77,0.3284,70
3/5/2011,spring,21,0,Saturday,0,Slightly cloudy,0.44,0.4394,0.72,0.3284,72
3/5/2011,spring,22,0,Saturday,0,Slightly cloudy,0.42,0.4242,0.77,0.2985,63
3/5/2011,spring,23,0,Saturday,0,Slightly cloudy,0.44,0.4394,0.77,0.2985,44
3/6/2011,spring,0,0,Sunday,0,Slightly cloudy,0.42,0.4242,0.77,0.3582,52
3/6/2011,spring,1,0,Sunday,0,Slightly cloudy,0.42,0.4242,0.77,0.2836,39
3/6/2011,spring,2,0,Sunday,0,Slightly cloudy,0.4,0.4091,0.82,0.2836,32
3/6/2011,spring,3,0,Sunday,0,Slightly cloudy,0.42,0.4242,0.82,0.2985,11
3/6/2011,spring,4,0,Sunday,0,Slightly cloudy,0.42,0.4242,0.88,0.3582,3
3/6/2011,spring,6,0,Sunday,0,Slightly cloudy,0.42,0.4242,0.94,0.3582,2
3/6/2011,spring,7,0,Sunday,0,Light Snow,0.42,0.4242,1,0.4478,5
3/6/2011,spring,8,0,Sunday,0,Slightly cloudy,0.4,0.4091,1,0.2985,9
3/6/2011,spring,9,0,Sunday,0,Slightly cloudy,0.42,0.4242,1,0.2836,22
3/6/2011,spring,10,0,Sunday,0,Slightly cloudy,0.42,0.4242,1,0.2985,31
3/6/2011,spring,11,0,Sunday,0,Slightly cloudy,0.42,0.4242,1,0.2239,62
3/6/2011,spring,12,0,Sunday,0,Slightly cloudy,0.46,0.4545,0.94,0.3284,79
3/6/2011,spring,13,0,Sunday,0,Slightly cloudy,0.46,0.4545,0.94,0.3582,105
3/6/2011,spring,14,0,Sunday,0,Light Snow,0.44,0.4394,1,0.2239,39
3/6/2011,spring,15,0,Sunday,0,Light Snow,0.44,0.4394,1,0.2239,7
3/6/2011,spring,16,0,Sunday,0,Light Snow,0.36,0.3333,1,0.2836,11
3/6/2011,spring,17,0,Sunday,0,Light Snow,0.34,0.303,1,0.2985,25
3/6/2011,spring,18,0,Sunday,0,Light Snow,0.32,0.2879,1,0.3582,23
3/6/2011,spring,19,0,Sunday,0,Light Snow,0.3,0.2576,1,0.4925,11
3/6/2011,spring,20,0,Sunday,0,Light Snow,0.28,0.2424,1,0.4179,11
3/6/2011,spring,21,0,Sunday,0,Light Snow,0.24,0.1818,0.93,0.6119,7
3/6/2011,spring,22,0,Sunday,0,Slightly cloudy,0.22,0.197,1,0.3881,10
3/6/2011,spring,23,0,Sunday,0,Slightly cloudy,0.22,0.197,1,0.4179,9
3/7/2011,spring,0,0,Monday,1,Light Snow,0.2,0.1818,1,0.3284,4
3/7/2011,spring,1,0,Monday,1,Light Snow,0.2,0.1818,1,0.3284,2
3/7/2011,spring,3,0,Monday,1,Clear,0.2,0.1515,0.8,0.5821,1
3/7/2011,spring,4,0,Monday,1,Clear,0.2,0.1515,0.8,0.5224,1
3/7/2011,spring,5,0,Monday,1,Clear,0.2,0.1818,0.75,0.3582,1
3/7/2011,spring,6,0,Monday,1,Clear,0.2,0.1818,0.75,0.3881,34
3/7/2011,spring,7,0,Monday,1,Clear,0.2,0.1667,0.75,0.4179,91
3/7/2011,spring,8,0,Monday,1,Clear,0.2,0.1818,0.75,0.3881,211
3/7/2011,spring,9,0,Monday,1,Clear,0.22,0.1818,0.64,0.4627,134
3/7/2011,spring,10,0,Monday,1,Clear,0.24,0.2121,0.6,0.2985,58
3/7/2011,spring,11,0,Monday,1,Clear,0.26,0.2121,0.48,0.4478,60
3/7/2011,spring,12,0,Monday,1,Clear,0.3,0.2727,0.42,0.4179,96
3/7/2011,spring,13,0,Monday,1,Clear,0.32,0.2879,0.36,0.3881,70
3/7/2011,spring,14,0,Monday,1,Clear,0.32,0.2879,0.36,0.4179,77
3/7/2011,spring,15,0,Monday,1,Clear,0.34,0.303,0.31,0.3881,96
3/7/2011,spring,16,0,Monday,1,Clear,0.34,0.303,0.31,0.3582,122
3/7/2011,spring,17,0,Monday,1,Clear,0.34,0.303,0.29,0.3582,233
3/7/2011,spring,18,0,Monday,1,Clear,0.32,0.303,0.31,0.2239,233
3/7/2011,spring,19,0,Monday,1,Clear,0.3,0.2879,0.33,0.2239,145
3/7/2011,spring,20,0,Monday,1,Clear,0.3,0.303,0.33,0.1642,92
3/7/2011,spring,21,0,Monday,1,Clear,0.28,0.2727,0.38,0.2239,54
3/7/2011,spring,22,0,Monday,1,Clear,0.26,0.2576,0.48,0.1642,35
3/7/2011,spring,23,0,Monday,1,Clear,0.28,0.3182,0.48,0,22
3/8/2011,spring,0,0,Tuesday,1,Clear,0.26,0.2879,0.48,0.0896,10
3/8/2011,spring,1,0,Tuesday,1,Clear,0.24,0.2424,0.52,0.1343,4
3/8/2011,spring,2,0,Tuesday,1,Clear,0.24,0.2424,0.52,0.1343,1
3/8/2011,spring,3,0,Tuesday,1,Clear,0.24,0.2576,0.52,0.0896,7
3/8/2011,spring,4,0,Tuesday,1,Clear,0.22,0.2727,0.64,0,2
3/8/2011,spring,5,0,Tuesday,1,Clear,0.2,0.2273,0.69,0.1045,10
3/8/2011,spring,6,0,Tuesday,1,Clear,0.2,0.2576,0.59,0,45
3/8/2011,spring,7,0,Tuesday,1,Clear,0.18,0.197,0.64,0.1343,128
3/8/2011,spring,8,0,Tuesday,1,Clear,0.22,0.2273,0.55,0.194,257
3/8/2011,spring,9,0,Tuesday,1,Clear,0.26,0.2576,0.41,0.1642,151
3/8/2011,spring,10,0,Tuesday,1,Slightly cloudy,0.3,0.2879,0.33,0.194,71
3/8/2011,spring,11,0,Tuesday,1,Slightly cloudy,0.36,0.3485,0.25,0.1642,78
3/8/2011,spring,12,0,Tuesday,1,Slightly cloudy,0.36,0.3788,0.23,0,99
3/8/2011,spring,13,0,Tuesday,1,Slightly cloudy,0.38,0.3939,0.25,0.1045,98
3/8/2011,spring,14,0,Tuesday,1,Slightly cloudy,0.38,0.3939,0.2,0,72
3/8/2011,spring,15,0,Tuesday,1,Slightly cloudy,0.36,0.3788,0.18,0,112
3/8/2011,spring,16,0,Tuesday,1,Clear,0.38,0.3939,0.27,0.1642,108
3/8/2011,spring,17,0,Tuesday,1,Clear,0.36,0.3485,0.27,0.2239,248
3/8/2011,spring,18,0,Tuesday,1,Clear,0.34,0.3333,0.27,0.194,235
3/8/2011,spring,19,0,Tuesday,1,Clear,0.34,0.3485,0.31,0.1045,150
3/8/2011,spring,20,0,Tuesday,1,Clear,0.32,0.3333,0.39,0.0896,76
3/8/2011,spring,21,0,Tuesday,1,Clear,0.3,0.2879,0.49,0.194,75
3/8/2011,spring,22,0,Tuesday,1,Clear,0.3,0.2879,0.49,0.2239,55
3/8/2011,spring,23,0,Tuesday,1,Clear,0.28,0.2727,0.61,0.194,41
3/9/2011,spring,0,0,Wednesday,1,Clear,0.26,0.2879,0.65,0.0896,9
3/9/2011,spring,1,0,Wednesday,1,Clear,0.26,0.2727,0.52,0.1343,4
3/9/2011,spring,2,0,Wednesday,1,Clear,0.26,0.2727,0.52,0.1343,2
3/9/2011,spring,3,0,Wednesday,1,Clear,0.24,0.2576,0.7,0.0896,3
3/9/2011,spring,4,0,Wednesday,1,Clear,0.24,0.2576,0.75,0.1045,2
3/9/2011,spring,5,0,Wednesday,1,Slightly cloudy,0.24,0.2424,0.81,0.1343,8
3/9/2011,spring,6,0,Wednesday,1,Slightly cloudy,0.24,0.2576,0.85,0.1045,49
3/9/2011,spring,7,0,Wednesday,1,Slightly cloudy,0.24,0.2424,0.87,0.1642,141
3/9/2011,spring,8,0,Wednesday,1,Slightly cloudy,0.24,0.2424,0.87,0.1343,249
3/9/2011,spring,9,0,Wednesday,1,Slightly cloudy,0.26,0.2424,0.87,0.2537,141
3/9/2011,spring,10,0,Wednesday,1,Slightly cloudy,0.3,0.2879,0.75,0.2537,57
3/9/2011,spring,11,0,Wednesday,1,Slightly cloudy,0.32,0.2879,0.76,0.3881,59
3/9/2011,spring,12,0,Wednesday,1,Slightly cloudy,0.32,0.303,0.76,0.2537,98
3/9/2011,spring,13,0,Wednesday,1,Slightly cloudy,0.32,0.2879,0.76,0.3582,99
3/9/2011,spring,14,0,Wednesday,1,Slightly cloudy,0.34,0.303,0.76,0.2985,71
3/9/2011,spring,15,0,Wednesday,1,Slightly cloudy,0.36,0.3333,0.71,0.2985,79
3/9/2011,spring,16,0,Wednesday,1,Slightly cloudy,0.34,0.303,0.76,0.3284,112
3/9/2011,spring,17,0,Wednesday,1,Slightly cloudy,0.34,0.303,0.76,0.2985,194
3/9/2011,spring,18,0,Wednesday,1,Slightly cloudy,0.34,0.3182,0.76,0.2537,188
3/9/2011,spring,19,0,Wednesday,1,Slightly cloudy,0.34,0.303,0.76,0.3284,134
3/9/2011,spring,20,0,Wednesday,1,Slightly cloudy,0.32,0.3182,0.87,0.194,91
3/9/2011,spring,21,0,Wednesday,1,Slightly cloudy,0.32,0.303,0.93,0.3284,62
3/9/2011,spring,22,0,Wednesday,1,Light Snow,0.32,0.3182,0.93,0.1642,21
3/9/2011,spring,23,0,Wednesday,1,Light Snow,0.34,0.3333,0.93,0.194,18
3/10/2011,spring,0,0,Thursday,1,Light Snow,0.34,0.3182,0,0.2537,3
3/10/2011,spring,1,0,Thursday,1,Light Snow,0.34,0.3182,0,0.2537,2
3/10/2011,spring,2,0,Thursday,1,Light Snow,0.34,0.3182,0,0.2537,1
3/10/2011,spring,5,0,Thursday,1,Light Snow,0.36,0.3485,0,0.194,3
3/10/2011,spring,6,0,Thursday,1,Light Snow,0.36,0.3333,0,0.3284,12
3/10/2011,spring,7,0,Thursday,1,Light Snow,0.38,0.3939,0,0.2239,37
3/10/2011,spring,8,0,Thursday,1,Light Snow,0.38,0.3939,0,0.2836,44
3/10/2011,spring,9,0,Thursday,1,Light Snow,0.4,0.4091,0,0.2239,24
3/10/2011,spring,10,0,Thursday,1,Light Snow,0.4,0.4091,0,0.1642,17
3/10/2011,spring,11,0,Thursday,1,Light Snow,0.4,0.4091,0,0.2537,11
3/10/2011,spring,12,0,Thursday,1,Light Snow,0.42,0.4242,0,0.2239,34
3/10/2011,spring,13,0,Thursday,1,Light Snow,0.42,0.4242,0,0.2239,12
3/10/2011,spring,14,0,Thursday,1,Light Snow,0.44,0.4394,0,0.2985,12
3/10/2011,spring,15,0,Thursday,1,Light Snow,0.44,0.4394,0,0.2239,14
3/10/2011,spring,16,0,Thursday,1,Light Snow,0.42,0.4242,0,0.2537,21
3/10/2011,spring,17,0,Thursday,1,Slightly cloudy,0.44,0.4394,0,0.3881,111
3/10/2011,spring,18,0,Thursday,1,Light Snow,0.44,0.4394,0,0.3582,82
3/10/2011,spring,19,0,Thursday,1,Light Snow,0.44,0.4394,0,0.5821,56
3/10/2011,spring,20,0,Thursday,1,Light Snow,0.36,0.3333,0,0.3284,38
3/10/2011,spring,21,0,Thursday,1,Light Snow,0.36,0.3485,0,0.2239,28
3/10/2011,spring,22,0,Thursday,1,Slightly cloudy,0.34,0.3333,0,0.1343,34
3/10/2011,spring,23,0,Thursday,1,Light Snow,0.34,0.3485,0,0.0896,27
3/11/2011,spring,0,0,Friday,1,Slightly cloudy,0.34,0.3485,1,0.0896,6
3/11/2011,spring,1,0,Friday,1,Light Snow,0.34,0.3485,1,0.1045,8
3/11/2011,spring,2,0,Friday,1,Light Snow,0.34,0.3485,1,0.1045,5
3/11/2011,spring,3,0,Friday,1,Slightly cloudy,0.32,0.3333,0.93,0.0896,2
3/11/2011,spring,5,0,Friday,1,Clear,0.3,0.2879,0.81,0.2239,7
3/11/2011,spring,6,0,Friday,1,Clear,0.26,0.2424,0.81,0.2836,32
3/11/2011,spring,7,0,Friday,1,Clear,0.26,0.2576,0.7,0.194,114
3/11/2011,spring,8,0,Friday,1,Clear,0.28,0.2727,0.7,0.2537,259
3/11/2011,spring,9,0,Friday,1,Slightly cloudy,0.3,0.2879,0.61,0.2836,156
3/11/2011,spring,10,0,Friday,1,Slightly cloudy,0.32,0.303,0.57,0.2985,78
3/11/2011,spring,11,0,Friday,1,Slightly cloudy,0.32,0.303,0.57,0.2985,81
3/11/2011,spring,12,0,Friday,1,Slightly cloudy,0.34,0.3182,0.53,0.2537,111
3/11/2011,spring,13,0,Friday,1,Clear,0.36,0.3333,0.53,0.2537,107
3/11/2011,spring,14,0,Friday,1,Slightly cloudy,0.36,0.3333,0.5,0.3582,89
3/11/2011,spring,15,0,Friday,1,Slightly cloudy,0.34,0.3182,0.53,0.2537,85
3/11/2011,spring,16,0,Friday,1,Slightly cloudy,0.34,0.303,0.49,0.2985,113
3/11/2011,spring,17,0,Friday,1,Clear,0.34,0.3182,0.49,0.2239,223
3/11/2011,spring,18,0,Friday,1,Clear,0.32,0.303,0.49,0.3284,153
3/11/2011,spring,19,0,Friday,1,Clear,0.3,0.2727,0.56,0.3284,118
3/11/2011,spring,20,0,Friday,1,Clear,0.3,0.303,0.56,0.1642,76
3/11/2011,spring,21,0,Friday,1,Slightly cloudy,0.3,0.2879,0.52,0.2537,53
3/11/2011,spring,22,0,Friday,1,Clear,0.3,0.303,0.52,0.1642,64
3/11/2011,spring,23,0,Friday,1,Clear,0.3,0.2879,0.52,0.2537,37
3/12/2011,spring,0,0,Saturday,0,Clear,0.26,0.2727,0.6,0.1343,34
3/12/2011,spring,1,0,Saturday,0,Clear,0.24,0.2273,0.65,0.194,18
3/12/2011,spring,2,0,Saturday,0,Clear,0.24,0.2273,0.65,0.194,14
3/12/2011,spring,3,0,Saturday,0,Clear,0.24,0.2273,0.65,0.2537,7
3/12/2011,spring,4,0,Saturday,0,Clear,0.24,0.2273,0.65,0.2537,1
3/12/2011,spring,5,0,Saturday,0,Clear,0.22,0.2273,0.69,0.194,2
3/12/2011,spring,6,0,Saturday,0,Clear,0.22,0.2121,0.75,0.2537,4
3/12/2011,spring,7,0,Saturday,0,Clear,0.24,0.2273,0.7,0.194,23
3/12/2011,spring,8,0,Saturday,0,Clear,0.26,0.2576,0.65,0.1642,53
3/12/2011,spring,9,0,Saturday,0,Clear,0.28,0.2879,0.65,0.1045,101
3/12/2011,spring,10,0,Saturday,0,Clear,0.32,0.303,0.66,0.2239,99
3/12/2011,spring,11,0,Saturday,0,Clear,0.34,0.303,0.49,0.3284,119
3/12/2011,spring,12,0,Saturday,0,Clear,0.34,0.3182,0.53,0.2836,158
3/12/2011,spring,13,0,Saturday,0,Clear,0.36,0.3333,0.51,0.3582,157
3/12/2011,spring,14,0,Saturday,0,Clear,0.4,0.4091,0.5,0.4478,166
3/12/2011,spring,15,0,Saturday,0,Clear,0.42,0.4242,0.44,0.4925,182
3/12/2011,spring,16,0,Saturday,0,Clear,0.46,0.4545,0.41,0.4478,244
3/12/2011,spring,17,0,Saturday,0,Clear,0.46,0.4545,0.44,0.3284,213
3/12/2011,spring,18,0,Saturday,0,Clear,0.42,0.4242,0.54,0.1642,145
3/12/2011,spring,19,0,Saturday,0,Clear,0.42,0.4242,0.54,0.0896,112
3/12/2011,spring,20,0,Saturday,0,Clear,0.4,0.4091,0.58,0.1045,86
3/12/2011,spring,21,0,Saturday,0,Clear,0.38,0.3939,0.62,0,82
3/12/2011,spring,22,0,Saturday,0,Clear,0.36,0.3788,0.71,0,63
3/12/2011,spring,23,0,Saturday,0,Clear,0.38,0.3939,0.66,0.0896,49
3/13/2011,spring,0,0,Sunday,0,Clear,0.38,0.3939,0.62,0.1045,38
3/13/2011,spring,1,0,Sunday,0,Clear,0.36,0.3485,0.66,0.1343,33
3/13/2011,spring,3,0,Sunday,0,Clear,0.34,0.3333,0.76,0.1343,23
3/13/2011,spring,4,0,Sunday,0,Clear,0.34,0.3333,0.66,0.1642,13
3/13/2011,spring,5,0,Sunday,0,Clear,0.36,0.3485,0.62,0.1343,3
3/13/2011,spring,6,0,Sunday,0,Clear,0.34,0.3636,0.66,0,2
3/13/2011,spring,7,0,Sunday,0,Clear,0.36,0.3485,0.62,0.194,10
3/13/2011,spring,8,0,Sunday,0,Clear,0.4,0.4091,0.5,0.2985,34
3/13/2011,spring,9,0,Sunday,0,Clear,0.4,0.4091,0.5,0.4179,44
3/13/2011,spring,10,0,Sunday,0,Clear,0.42,0.4242,0.47,0.2537,122
3/13/2011,spring,11,0,Sunday,0,Clear,0.44,0.4394,0.41,0.4179,181
3/13/2011,spring,12,0,Sunday,0,Clear,0.46,0.4545,0.38,0.3881,194
3/13/2011,spring,13,0,Sunday,0,Clear,0.46,0.4545,0.38,0.3881,221
3/13/2011,spring,14,0,Sunday,0,Clear,0.46,0.4545,0.41,0.2985,250
3/13/2011,spring,15,0,Sunday,0,Clear,0.48,0.4697,0.39,0.3284,304
3/13/2011,spring,16,0,Sunday,0,Clear,0.46,0.4545,0.41,0.3881,256
3/13/2011,spring,17,0,Sunday,0,Clear,0.44,0.4394,0.41,0.3582,241
3/13/2011,spring,18,0,Sunday,0,Clear,0.4,0.4091,0.43,0.3582,147
3/13/2011,spring,19,0,Sunday,0,Clear,0.36,0.3333,0.5,0.3582,101
3/13/2011,spring,20,0,Sunday,0,Clear,0.32,0.303,0.57,0.2985,77
3/13/2011,spring,21,0,Sunday,0,Clear,0.3,0.2879,0.56,0.2537,58
3/13/2011,spring,22,0,Sunday,0,Clear,0.3,0.2727,0.56,0.3284,37
3/13/2011,spring,23,0,Sunday,0,Clear,0.26,0.2576,0.65,0.2239,28
3/14/2011,spring,0,0,Monday,1,Clear,0.26,0.2727,0.65,0.1045,11
3/14/2011,spring,1,0,Monday,1,Clear,0.26,0.2879,0.65,0.0896,1
3/14/2011,spring,2,0,Monday,1,Clear,0.26,0.2879,0.65,0.0896,1
3/14/2011,spring,3,0,Monday,1,Clear,0.26,0.2727,0.65,0.1343,3
3/14/2011,spring,5,0,Monday,1,Clear,0.24,0.2424,0.7,0.1343,8
3/14/2011,spring,6,0,Monday,1,Clear,0.26,0.2727,0.65,0.1343,28
3/14/2011,spring,7,0,Monday,1,Slightly cloudy,0.28,0.3182,0.61,0,88
3/14/2011,spring,8,0,Monday,1,Slightly cloudy,0.3,0.303,0.56,0.1343,241
3/14/2011,spring,9,0,Monday,1,Clear,0.32,0.303,0.53,0.3284,140
3/14/2011,spring,10,0,Monday,1,Clear,0.34,0.3182,0.42,0.2537,84
3/14/2011,spring,11,0,Monday,1,Clear,0.36,0.3333,0.4,0.2537,71
3/14/2011,spring,12,0,Monday,1,Clear,0.38,0.3939,0.37,0,94
3/14/2011,spring,13,0,Monday,1,Clear,0.38,0.3939,0.36,0.3284,75
3/14/2011,spring,14,0,Monday,1,Slightly cloudy,0.38,0.3939,0.34,0,79
3/14/2011,spring,15,0,Monday,1,Clear,0.38,0.3939,0.37,0.1642,101
3/14/2011,spring,16,0,Monday,1,Clear,0.4,0.4091,0.35,0.1045,107
3/14/2011,spring,17,0,Monday,1,Clear,0.38,0.3939,0.4,0.194,271
3/14/2011,spring,18,0,Monday,1,Clear,0.36,0.3636,0.4,0.1045,235
3/14/2011,spring,19,0,Monday,1,Clear,0.36,0.3485,0.43,0.1343,150
3/14/2011,spring,20,0,Monday,1,Clear,0.34,0.3182,0.46,0.2239,129
3/14/2011,spring,21,0,Monday,1,Clear,0.34,0.3333,0.46,0.1343,63
3/14/2011,spring,22,0,Monday,1,Clear,0.32,0.3333,0.49,0.1045,47
3/14/2011,spring,23,0,Monday,1,Clear,0.32,0.3485,0.53,0,19
3/15/2011,spring,0,0,Tuesday,1,Clear,0.32,0.3485,0.53,0,14
3/15/2011,spring,1,0,Tuesday,1,Clear,0.3,0.303,0.62,0.0896,10
3/15/2011,spring,2,0,Tuesday,1,Clear,0.3,0.303,0.62,0.0896,3
3/15/2011,spring,4,0,Tuesday,1,Clear,0.24,0.2576,0.75,0.0896,2
3/15/2011,spring,5,0,Tuesday,1,Clear,0.24,0.2273,0.75,0.194,11
3/15/2011,spring,6,0,Tuesday,1,Clear,0.22,0.2273,0.8,0.194,35
3/15/2011,spring,7,0,Tuesday,1,Clear,0.24,0.2424,0.75,0.1642,119
3/15/2011,spring,8,0,Tuesday,1,Clear,0.26,0.2879,0.7,0.0896,282
3/15/2011,spring,9,0,Tuesday,1,Slightly cloudy,0.3,0.3333,0.7,0,157
3/15/2011,spring,10,0,Tuesday,1,Slightly cloudy,0.32,0.3182,0.66,0.194,78
3/15/2011,spring,11,0,Tuesday,1,Slightly cloudy,0.34,0.3182,0.57,0.2239,78
3/15/2011,spring,12,0,Tuesday,1,Slightly cloudy,0.36,0.3485,0.5,0.2239,102
3/15/2011,spring,13,0,Tuesday,1,Slightly cloudy,0.36,0.3333,0.57,0.2836,97
3/15/2011,spring,14,0,Tuesday,1,Slightly cloudy,0.38,0.3939,0.46,0.2985,88
3/15/2011,spring,15,0,Tuesday,1,Slightly cloudy,0.38,0.3939,0.43,0.2836,90
3/15/2011,spring,16,0,Tuesday,1,Slightly cloudy,,0.3939,0.46,0.3284,114
3/15/2011,spring,17,0,Tuesday,1,Slightly cloudy,0.36,0.3485,0.62,0.194,217
3/15/2011,spring,18,0,Tuesday,1,Slightly cloudy,0.36,0.3333,0.62,0.2985,225
3/15/2011,spring,19,0,Tuesday,1,Slightly cloudy,0.34,0.3182,0.71,0.2836,152
3/15/2011,spring,20,0,Tuesday,1,Slightly cloudy,0.34,0.3182,0.71,0.2836,88
3/15/2011,spring,21,0,Tuesday,1,Light Snow,0.32,0.3333,0.81,0.1045,55
3/15/2011,spring,22,0,Tuesday,1,Slightly cloudy,0.32,0.3182,0.87,0.1642,21
3/15/2011,spring,23,0,Tuesday,1,Slightly cloudy,0.32,0.3182,0.87,0.1642,18
3/16/2011,spring,0,0,Wednesday,1,Light Snow,0.3,0.2879,0.93,0.2537,8
3/16/2011,spring,1,0,Wednesday,1,Light Snow,0.3,0.2727,1,0.2985,3
3/16/2011,spring,3,0,Wednesday,1,Slightly cloudy,0.28,0.2727,1,0.2239,3
3/16/2011,spring,4,0,Wednesday,1,Slightly cloudy,0.3,0.303,0.93,0.1642,1
3/16/2011,spring,5,0,Wednesday,1,Slightly cloudy,0.3,0.3182,0.93,0.1045,3
3/16/2011,spring,6,0,Wednesday,1,Slightly cloudy,0.3,0.3182,0.93,0.1045,31
3/16/2011,spring,7,0,Wednesday,1,Slightly cloudy,0.3,0.2879,0.93,0.194,111
3/16/2011,spring,8,0,Wednesday,1,Slightly cloudy,0.32,0.3182,0.93,0,253
3/16/2011,spring,9,0,Wednesday,1,Slightly cloudy,0.32,0.3333,0.93,0.1343,154
3/16/2011,spring,10,0,Wednesday,1,Slightly cloudy,0.36,0.3485,0.81,0.1642,68
3/16/2011,spring,11,0,Wednesday,1,Slightly cloudy,0.36,0.3485,0.81,0.1343,75
3/16/2011,spring,12,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.71,0.1045,88
3/16/2011,spring,13,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.76,0.1343,99
3/16/2011,spring,14,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.76,0.2239,100
3/16/2011,spring,15,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.76,0.2537,101
3/16/2011,spring,16,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.76,0.1642,151
3/16/2011,spring,17,0,Wednesday,1,Slightly cloudy,0.44,0.4394,0.54,0.2985,253
3/16/2011,spring,18,0,Wednesday,1,Slightly cloudy,0.44,0.4394,0.54,0.2239,237
3/16/2011,spring,19,0,Wednesday,1,Slightly cloudy,0.44,0.4394,0.51,0.3284,168
3/16/2011,spring,20,0,Wednesday,1,Slightly cloudy,0.42,0.4242,0.54,0.2985,121
3/16/2011,spring,21,0,Wednesday,1,Slightly cloudy,0.42,0.4242,0.58,0.2836,78
3/16/2011,spring,22,0,Wednesday,1,Slightly cloudy,0.4,0.4091,0.62,0.3881,59
3/16/2011,spring,23,0,Wednesday,1,Clear,0.4,0.4091,0.65,0.194,27
3/17/2011,spring,0,0,Thursday,1,Clear,0.38,0.3939,0.66,0.2537,23
3/17/2011,spring,1,0,Thursday,1,Clear,0.36,0.3485,0.71,0.2239,12
3/17/2011,spring,2,0,Thursday,1,Clear,0.34,0.303,0.71,0.2985,8
3/17/2011,spring,3,0,Thursday,1,Clear,0.34,0.3333,0.66,0.1642,2
3/17/2011,spring,4,0,Thursday,1,Clear,0.34,0.3333,0.71,0.194,3
3/17/2011,spring,5,0,Thursday,1,Clear,0.32,0.3333,0.76,0.1045,13
3/17/2011,spring,6,0,Thursday,1,Clear,0.32,0.3182,0.76,0.194,51
3/17/2011,spring,7,0,Thursday,1,Clear,0.32,0.3333,0.76,0.1343,140
3/17/2011,spring,8,0,Thursday,1,Clear,0.36,0.3485,0.66,0.1343,299
3/17/2011,spring,9,0,Thursday,1,Clear,0.4,0.4091,0.62,0.2537,185
3/17/2011,spring,10,0,Thursday,1,Clear,0.44,0.4394,0.54,0.3284,78
3/17/2011,spring,11,0,Thursday,1,Clear,0.44,0.4394,0.54,0.2836,86
3/17/2011,spring,12,0,Thursday,1,Clear,0.5,0.4848,0.45,0.2239,105
3/17/2011,spring,13,0,Thursday,1,Slightly cloudy,0.52,0.5,0.42,0.0896,111
3/17/2011,spring,14,0,Thursday,1,Clear,0.5,0.4848,0.45,0.1045,119
3/17/2011,spring,15,0,Thursday,1,Clear,0.52,0.5,0.42,0.2537,125
3/17/2011,spring,16,0,Thursday,1,Clear,0.5,0.4848,0.48,0.2836,142
3/17/2011,spring,17,0,Thursday,1,Clear,0.5,0.4848,0.42,0.194,313
